iter	Logloss
925	0.06060278482
926	0.06053362479
927	0.06045948327
928	0.06043624878
929	0.06041774004
930	0.06039313098
931	0.06036105236
932	0.06030620809
933	0.06021342464
934	0.06017833049
935	0.06014277815
936	0.06014145686
937	0.0600834319
938	0.06005214712
939	0.0599935148
940	0.05993982134
941	0.05988731597
942	0.05988390619
943	0.05986043195
944	0.05981917355
945	0.05979500669
946	0.05972861178
947	0.0596570276
948	0.05963098537
949	0.05959288102
950	0.0595787091
951	0.05951477562
952	0.05944361767
953	0.05943872143
954	0.05939529994
955	0.05939189016
956	0.05935173461
957	0.05927894635
958	0.05922205621
959	0.05916161777
960	0.0591366624
961	0.05909355526
962	0.05902306328
963	0.05899287602
964	0.05897007841
965	0.05893485107
966	0.05887209503
967	0.05885435349
968	0.05882958993
969	0.05874698788
970	0.05870407254
971	0.05865625563
972	0.05865529662
973	0.05865133275
974	0.05858129363
975	0.05854113808
976	0.05851526101
977	0.05845772088
978	0.05842845
979	0.05836286492
980	0.05832161184
981	0.05829271391
982	0.05826353361
983	0.05822561573
984	0.05813923628
985	0.05806673039
986	0.05802638304
987	0.05791938505
988	0.05787158945
989	0.05782567456
990	0.05773988649
991	0.05769269293
992	0.05767397108
993	0.05762762997
994	0.05758575887
995	0.05752050943
996	0.0574492023
997	0.05739408099
998	0.05731169205
999	0.05728511704
