iter	Logloss
0	0.6506565456
1	0.6140759431
2	0.5766268256
3	0.5454433164
4	0.5166219786
5	0.4934389764
6	0.4717818106
7	0.4520143051
8	0.4328255254
9	0.4168952217
10	0.4024829971
11	0.3864358657
12	0.3723253644
13	0.3593414136
14	0.3481817618
15	0.3376651103
16	0.3292790631
17	0.3214991692
18	0.313865619
19	0.3069657906
20	0.3000688606
21	0.2928667122
22	0.2873705859
23	0.2828955624
24	0.2781218417
25	0.2728362909
26	0.2677986955
27	0.2631670776
28	0.259498447
29	0.2552321876
30	0.2519574725
31	0.2498260157
32	0.2464416547
33	0.2429675949
34	0.2397877784
35	0.2368380371
36	0.2337450848
37	0.2308111777
38	0.2284247542
39	0.225907395
40	0.2232909176
41	0.2214679611
42	0.2192741266
43	0.2172874152
44	0.2155312906
45	0.2136299517
46	0.2118813712
47	0.2104135865
48	0.2089456952
49	0.2071386582
50	0.2055245938
51	0.2038208946
52	0.2025808196
53	0.2013160237
54	0.2001054433
55	0.198873765
56	0.1977385409
57	0.1967792191
58	0.1955828107
59	0.1947351381
60	0.1932410981
61	0.1920342472
62	0.1909447782
63	0.1897761169
64	0.1889324721
65	0.1878151494
66	0.187042279
67	0.1861971424
68	0.185424549
69	0.1844788663
70	0.183752646
71	0.1828855589
72	0.1822926825
73	0.181510222
74	0.1805887915
75	0.1798832217
76	0.1791233084
77	0.1784399555
78	0.1775554465
79	0.1769781273
80	0.176471625
81	0.1756802564
82	0.1751154255
83	0.1746813918
84	0.1741218141
85	0.173582418
86	0.1728514559
87	0.1722484354
88	0.1718397407
89	0.1711300045
90	0.170849571
91	0.1701288277
92	0.1694710588
93	0.1688100932
94	0.1684277817
95	0.1679829219
96	0.1676281551
97	0.1671509023
98	0.1667062877
99	0.1661440247
100	0.1655013015
101	0.1651612713
102	0.1647333113
103	0.1642742903
104	0.163768129
105	0.1631961055
106	0.1627234347
107	0.1622237946
108	0.1618537477
109	0.1614681223
110	0.1609996071
111	0.160490995
112	0.1599927295
113	0.1593872156
114	0.1590409625
115	0.1586862063
116	0.1584289593
117	0.1582200887
118	0.1577896672
119	0.1574836816
120	0.1570588437
121	0.1567707488
122	0.1563296185
123	0.1558724089
124	0.1556448164
125	0.1553196507
126	0.1548947169
127	0.1547343718
128	0.1543727427
129	0.1540352592
130	0.1536855218
131	0.1533338238
132	0.1529942518
133	0.1527994678
134	0.152293754
135	0.1520325218
136	0.1518212004
137	0.1514073697
138	0.150990321
139	0.1508022926
140	0.1504609092
141	0.150099749
142	0.1496383624
143	0.1493058764
144	0.1491367404
145	0.1487308268
146	0.1485026162
147	0.1481224572
148	0.1478053045
149	0.1474855945
150	0.1472261738
151	0.1470963888
152	0.146716315
153	0.1463515532
154	0.1461643027
155	0.1459254366
156	0.1457001883
157	0.1454037288
158	0.1450205648
159	0.1448837685
160	0.1445971761
161	0.1444376301
162	0.1442249128
163	0.1440294681
164	0.1439017397
165	0.1437045476
166	0.1434636036
167	0.1433201049
168	0.1431414109
169	0.142971465
170	0.1426429429
171	0.1424238429
172	0.1421804588
173	0.1418837862
174	0.1416399332
175	0.1413886427
176	0.1411712689
177	0.1407323443
178	0.1405690582
179	0.1403866773
180	0.1402227626
181	0.1400629608
182	0.1398827643
183	0.139482658
184	0.139353587
185	0.1390600151
186	0.1387843553
187	0.1384664674
188	0.138333294
189	0.1382137277
190	0.1380560891
191	0.1378243942
192	0.1376961649
193	0.1375678078
194	0.1374340803
195	0.1373446374
196	0.1369974999
197	0.1367819802
198	0.1365545902
